2017-02-07 07:33:13.925,2
2017-02-07 07:33:13.936,3
2017-02-07 07:33:13.938,3
2017-02-07 07:33:13.938,1
2017-02-07 07:33:13.954,1
2017-02-07 07:33:13.980,1
2017-02-07 07:33:13.988,1
2017-02-07 07:33:14.017,1
2017-02-07 07:33:14.032,1
2017-02-07 07:33:14.046,1
2017-02-07 07:33:14.067,1
2017-02-07 07:33:14.091,1
2017-02-07 07:33:14.107,1
2017-02-07 07:33:14.133,1
2017-02-07 07:33:14.156,1
2017-02-07 07:33:14.172,1
2017-02-07 07:33:14.187,1
2017-02-07 07:33:14.214,1
2017-02-07 07:33:14.227,1
2017-02-07 07:33:14.251,1
2017-02-07 07:33:14.268,1
2017-02-07 07:33:14.291,1
2017-02-07 07:33:14.308,1
2017-02-07 07:33:14.328,1
2017-02-07 07:33:14.348,1
2017-02-07 07:33:14.369,1
2017-02-07 07:33:14.388,1
2017-02-07 07:33:14.408,1
2017-02-07 07:33:14.427,1
2017-02-07 07:33:14.448,1
2017-02-07 07:33:14.468,1
2017-02-07 07:33:14.488,1
2017-02-07 07:33:14.508,1
2017-02-07 07:33:14.527,1
2017-02-07 07:33:14.547,1
2017-02-07 07:33:14.574,1
2017-02-07 07:33:14.587,1
2017-02-07 07:33:14.624,1
2017-02-07 07:33:14.644,1
2017-02-07 07:33:14.654,1
2017-02-07 07:33:14.667,1
2017-02-07 07:33:14.687,1
2017-02-07 07:33:14.708,1
2017-02-07 07:33:14.727,1
2017-02-07 07:33:14.747,1
2017-02-07 07:33:14.768,1
2017-02-07 07:33:14.787,1
2017-02-07 07:33:14.808,1
2017-02-07 07:33:14.827,1
2017-02-07 07:33:14.847,1
2017-02-07 07:33:14.867,1
2017-02-07 07:33:14.887,1
2017-02-07 07:33:14.907,1
2017-02-07 07:33:14.930,1
2017-02-07 07:33:14.947,1
2017-02-07 07:33:14.971,1
2017-02-07 07:33:14.995,1
2017-02-07 07:33:15.007,1
2017-02-07 07:33:15.029,1
2017-02-07 07:33:15.047,1
2017-02-07 07:33:15.067,1
2017-02-07 07:33:15.088,1
2017-02-07 07:33:15.108,1
2017-02-07 07:33:15.128,1
2017-02-07 07:33:15.148,1
2017-02-07 07:33:15.169,1
2017-02-07 07:33:15.188,1
2017-02-07 07:33:15.208,1
2017-02-07 07:33:15.310,2
2017-02-07 07:33:15.330,3
2017-02-07 07:33:15.349,3
2017-02-07 07:33:15.369,3
2017-02-07 07:33:15.390,3
2017-02-07 07:33:15.413,3
2017-02-07 07:33:15.429,2
2017-02-07 07:33:15.456,2
2017-02-07 07:33:15.468,3
2017-02-07 07:33:15.488,3
2017-02-07 07:33:15.508,3
2017-02-07 07:33:15.529,3
2017-02-07 07:33:15.549,2
2017-02-07 07:33:15.574,2
2017-02-07 07:33:15.589,3
2017-02-07 07:33:15.609,3
2017-02-07 07:33:15.628,3
2017-02-07 07:33:15.648,3
2017-02-07 07:33:15.668,3
2017-02-07 07:33:15.689,3
2017-02-07 07:33:15.709,3
2017-02-07 07:33:15.728,3
2017-02-07 07:33:15.748,3
2017-02-07 07:33:15.769,3
2017-02-07 07:33:15.788,3
2017-02-07 07:33:15.808,3
2017-02-07 07:33:15.829,3
2017-02-07 07:33:15.849,3
2017-02-07 07:33:15.869,3
2017-02-07 07:33:15.889,3
2017-02-07 07:33:15.909,3
2017-02-07 07:33:15.928,3
2017-02-07 07:33:15.949,3
2017-02-07 07:33:15.969,3
2017-02-07 07:33:15.988,3
2017-02-07 07:33:16.009,3
2017-02-07 07:33:16.030,3
2017-02-07 07:33:16.048,3
2017-02-07 07:33:16.067,3
2017-02-07 07:33:16.088,3
2017-02-07 07:33:16.109,3
2017-02-07 07:33:16.128,3
2017-02-07 07:33:16.148,3
2017-02-07 07:33:16.168,3
2017-02-07 07:33:16.189,3
2017-02-07 07:33:16.209,3
2017-02-07 07:33:16.229,3
2017-02-07 07:33:16.231,3
2017-02-07 07:33:16.249,3
2017-02-07 07:33:16.252,3
2017-02-07 07:33:16.269,3
2017-02-07 07:33:16.272,3
2017-02-07 07:33:16.288,3
2017-02-07 07:33:16.290,3
2017-02-07 07:33:16.308,3
2017-02-07 07:33:16.334,3
2017-02-07 07:33:16.350,3
2017-02-07 07:33:16.371,3
2017-02-07 07:33:16.389,3
2017-02-07 07:33:16.408,3
2017-02-07 07:33:16.427,3
2017-02-07 07:33:16.449,3
2017-02-07 07:33:16.468,3
2017-02-07 07:33:16.489,2
2017-02-07 07:33:16.510,3
2017-02-07 07:33:16.530,3
2017-02-07 07:33:16.568,3
2017-02-07 07:33:16.568,3
2017-02-07 07:33:16.588,3
2017-02-07 07:33:16.614,3
2017-02-07 07:33:16.629,3
2017-02-07 07:33:16.648,3
2017-02-07 07:33:16.670,3
2017-02-07 07:33:16.693,2
2017-02-07 07:33:16.708,3
2017-02-07 07:33:16.728,3
2017-02-07 07:33:16.749,3
2017-02-07 07:33:16.769,3
2017-02-07 07:33:16.789,3
2017-02-07 07:33:16.807,3
2017-02-07 07:33:16.828,3
2017-02-07 07:33:16.847,3
2017-02-07 07:33:16.868,3
2017-02-07 07:33:16.891,2
2017-02-07 07:33:16.908,3
2017-02-07 07:33:16.928,3
2017-02-07 07:33:16.948,3
2017-02-07 07:33:16.969,3
2017-02-07 07:33:16.987,3
2017-02-07 07:33:17.008,3
2017-02-07 07:33:17.029,3
2017-02-07 07:33:17.048,3
2017-02-07 07:33:17.069,3
2017-02-07 07:33:17.095,3
2017-02-07 07:33:17.107,3
2017-02-07 07:33:17.128,3
